id,ean,category,name,price,quantity,metadata,created_at
50ac7ffd-618e-c0ed-f7ea-b4f4bf13abf6,0554505542106,Clothing,Scallops - Live In Shell,$2.18,37,"{""vendor"":""default""}",2023-04-21 04:08:24
ebbd9edc-54ab-9cd2-9be9-fbffabe5ad3d,0805513440456,Home,Muffin - Mix - Strawberry Rhubarb,$5.94,35,"{""vendor"":""default""}",2023-10-25 07:46:00
fa2bf678-a5c6-fdf7-ddaf-5266b63bb06a,0757713769081,Electronics,"Wine - Red, Antinori Santa",$3.42,47,"{""vendor"":""default""}",2023-11-24 14:05:31
fc7fbd85-ddbd-6f78-e5ed-db401dbbae54,0312479795589,Industrial,Cookie Chocolate Chip With,$8.93,13,"{""vendor"":""default""}",2024-01-10 08:58:01
3c452e9e-b461-c58c-90d4-ffb898eaf1bd,0003851684527,Baby,Sobe - Lizard Fuel,$0.36,77,"{""vendor"":""default""}",2023-07-08 00:10:21
aed9b437-45bd-2ad5-c937-51cfbd972f4e,0579750898549,Beauty,Garlic - Peeled,$0.80,21,"{""vendor"":""default""}",2023-07-27 07:28:51
64d2f535-7b5a-bc7f-ce2a-374773f96b26,0626013131896,Sports,Beer - Sleeman Fine Porter,$6.69,79,"{""vendor"":""default""}",2023-05-21 22:51:28
2802eb21-b82d-fd15-bc40-d6c8feddc3b8,0705112452986,Industrial,Eggplant - Asian,$7.54,91,"{""vendor"":""default""}",2023-07-25 03:57:14
dcefc5a7-34e9-89dd-436d-74459f0a17fc,0605884375476,Home,Soup Campbells - Italian Wedding,$2.12,52,"{""vendor"":""default""}",2024-01-21 18:20:57
d224eabf-3c81-3e88-ce35-c009df2b6208,0604668351483,Health,Cabbage - Red,$5.44,13,"{""vendor"":""default""}",2024-03-30 09:22:58
3326ef3f-b3af-d6fc-0e37-553ac5bbeec1,0666437167541,Toys,"Soup - Beef Conomme, Dry",$9.16,17,"{""vendor"":""default""}",2023-10-12 18:46:10
9eef40a7-ce29-61ed-c89f-b1badc0fd3aa,0221377123388,Outdoors,Energy Drink - Franks Original,$9.78,68,"{""vendor"":""default""}",2023-12-20 23:27:13
4b9a533e-b57d-fcfc-6ccb-6aadcac49592,0247560784553,Jewelry,Tea - Herbal - 6 Asst,$8.85,61,"{""vendor"":""default""}",2023-10-25 03:49:46
7449c6eb-fd9a-9747-931a-c5bed1b75f99,0739129041075,Industrial,Lemon Pepper,$5.56,25,"{""vendor"":""default""}",2023-10-21 19:15:08
a102a65a-3ba0-88c3-877c-89faff347aaf,0433165626085,Computers,"Beef - Ox Tongue, Pickled",$0.64,9,"{""vendor"":""default""}",2023-10-13 16:04:43
3a36fadc-5fff-d1e2-f5da-572cdcf3ece8,0040751784431,Tools,"Yogurt - Blueberry, 175 Gr",$2.73,96,"{""vendor"":""default""}",2024-01-11 15:48:12
cfb69ae1-9c4f-a6f8-1b3c-e5c73e2f3c3a,0601552543683,Industrial,"Oil - Truffle, Black",$4.69,12,"{""vendor"":""default""}",2023-11-01 10:54:33
2ffd8373-fd14-a91b-c943-aeeb97ced87a,0461708304121,Electronics,Toothpick Frilled,$5.19,34,"{""vendor"":""default""}",2023-10-01 05:01:15
cab1b8cc-b056-b455-3e6f-f08d6ae36f2f,0148165930654,Kids,Alize Red Passion,$1.83,13,"{""vendor"":""default""}",2024-03-30 23:13:08
42411b6e-6aed-c32a-3d8a-ebe7eedde7e5,0130662703247,Games,Napkin Colour,$9.61,40,"{""vendor"":""default""}",2023-05-07 08:07:58
225d4e97-bba0-fde2-dcfc-3620fc49d01d,0794753797693,Movies,Schnappes Peppermint - Walker,$5.31,40,"{""vendor"":""default""}",2024-01-27 02:31:13
ddfbc7d6-ebc8-2e45-23bb-39af2c617a36,0116595412392,Baby,Apricots - Halves,$1.74,68,"{""vendor"":""default""}",2024-01-01 15:39:17
bb3e4bfc-4d20-f0fb-eebf-cbee1031929c,0911869293021,Kids,"Lemonade - Strawberry, 591 Ml",$6.34,79,"{""vendor"":""default""}",2023-06-19 10:51:26
d5939648-66ad-58c0-ddab-4dda55256cdd,0324065863070,Computers,Veal - Nuckle,$7.89,55,"{""vendor"":""default""}",2023-04-23 11:56:01
754c3a76-f474-0dd4-106d-7ec5e74f258d,0655913003164,Music,Dikon,$5.71,54,"{""vendor"":""default""}",2023-12-17 16:20:58
0e7b9303-adeb-efe9-cf1f-3b17e6b2b2aa,0725895166750,Health,Tomato - Green,$8.92,91,"{""vendor"":""default""}",2023-07-30 07:05:28
bbfc259f-7cb1-160e-c0ac-ad643ebcbbfb,0281979751831,Home,Wine - Penfolds Koonuga Hill,$8.42,74,"{""vendor"":""default""}",2023-11-30 03:41:55
c04db83f-83b8-5b19-1b14-75bca1db7b31,0099571783473,Music,Wine - Alsace Riesling Reserve,$0.01,3,"{""vendor"":""default""}",2023-04-14 23:41:21
dad1c57e-d6fe-e9d7-19bc-7bdcddeab236,0975037735591,Jewelry,"Onions - Dried, Chopped",$2.22,93,"{""vendor"":""default""}",2023-11-23 19:42:41
6588848d-d0df-ae9e-f50c-c2c12f55d992,0256910562045,Movies,Hinge W Undercut,$1.90,21,"{""vendor"":""default""}",2023-09-30 16:28:44
8acd5ffe-afaf-a79b-69cd-1a21f67b4c5a,0894597825263,Health,"Potatoes - Purple, Organic",$0.54,42,"{""vendor"":""default""}",2024-01-07 08:39:41
11addbbb-b8dc-d24c-430a-5824a48838b7,0032123797093,Grocery,Longos - Chicken Cordon Bleu,$6.07,49,"{""vendor"":""default""}",2023-05-20 03:40:08
99e79b6e-b798-ad47-897a-8eacbbff50f8,0366318117733,Movies,Gherkin - Sour,$2.00,6,"{""vendor"":""default""}",2024-03-23 15:35:32
83aefdf5-9ec0-df08-6bdb-7595eb4aebbb,0962863824201,Baby,Sauce - Hoisin,$3.34,63,"{""vendor"":""default""}",2024-03-12 00:49:46
f191ae2a-efc9-19e6-e831-ce0facd32bfb,0113151145099,Music,Wine - Magnotta - Cab Franc,$1.29,24,"{""vendor"":""default""}",2023-06-09 03:54:59
d8f1d3ff-ca1c-e985-5975-b2d7ce3b207f,0762397364086,Sports,Wine - Chateau Bonnet,$5.53,91,"{""vendor"":""default""}",2023-07-05 17:08:57
ea02ecf0-d16e-7ce4-b7a4-e2c8cbe2c10a,0200049230277,Beauty,Oats Large Flake,$5.85,68,"{""vendor"":""default""}",2023-05-10 13:49:04
ae13d68b-0f2f-fe59-46fe-991792e8d695,0535548294488,Beauty,Raisin - Golden,$5.01,67,"{""vendor"":""default""}",2023-05-26 20:00:27
806166a6-6c16-0a6e-47ea-ebcc6c1afe8e,0445065772835,Clothing,Wine - Stoneliegh Sauvignon,$4.09,89,"{""vendor"":""default""}",2023-12-26 12:38:54
bdedf605-ac53-8a09-c310-31dcc33f2f49,0435417846329,Clothing,Flour - Whole Wheat,$1.75,54,"{""vendor"":""default""}",2023-09-27 16:26:44
ad688c07-3f63-3637-884c-47b53d1a8cd9,0117127200690,Industrial,Cream - 18%,$3.48,85,"{""vendor"":""default""}",2023-11-02 00:53:32
4eb2cc57-abdc-b542-309b-ec1c1a4fcfbb,0306108758972,Outdoors,Syrup - Kahlua Chocolate,$2.40,25,"{""vendor"":""default""}",2023-08-11 02:05:31
cbdfe556-f6be-e4a8-68de-f35b9bb5ab4f,0786768138154,Garden,Sugar - Invert,$5.50,19,"{""vendor"":""default""}",2023-08-27 17:12:07
0ef622bc-fbaa-4344-ec6a-3adabe0bf60f,0428585497610,Grocery,Island Oasis - Sweet And Sour Mix,$0.48,26,"{""vendor"":""default""}",2024-02-02 06:44:46
c1c1c4b9-9332-0ea9-59b3-ebd573c9def4,0771908869481,Industrial,Asparagus - Mexican,$2.89,16,"{""vendor"":""default""}",2024-02-27 20:25:55
fb2f4b32-e09f-ce18-c1c6-110ee63edda6,0912706001899,Garden,"Yogurt - Banana, 175 Gr",$8.63,5,"{""vendor"":""default""}",2024-03-14 08:51:11
dcd0ce4d-c7ef-971e-dee3-e37c764e776a,0243125289258,Health,Sauerkraut,$4.15,53,"{""vendor"":""default""}",2023-10-08 09:09:15
8ff58bb8-965e-c6bf-16b2-55cde06e79f5,0986403204964,Books,Madeira,$1.34,12,"{""vendor"":""default""}",2023-06-08 00:26:11
487cacf8-ed87-9fee-feeb-b2c16fab1625,0367658396380,Grocery,Wine - Gewurztraminer Pierre,$2.07,78,"{""vendor"":""default""}",2023-04-01 20:32:40
f7bdfa63-faf7-0b65-9f0b-21bddecc8fe1,0203993938550,Home,Chinese Foods - Plain Fried Rice,$8.51,38,"{""vendor"":""default""}",2023-05-16 21:28:49
6eb3eb55-33ba-c3cd-d5fe-61fa3c6fc37f,0900469859719,Games,Bread Base - Toscano,$5.97,39,"{""vendor"":""default""}",2023-11-18 02:10:15
6c59cba6-8236-cd71-fa96-1c9add9d93df,0234549881401,Beauty,Black Currants,$0.77,39,"{""vendor"":""default""}",2024-01-04 09:07:20
023ee66e-f56c-03ee-8dc6-c9e5f7b6ba2c,0461385132199,Shoes,Potatoes - Idaho 80 Count,$7.99,62,"{""vendor"":""default""}",2024-01-17 08:07:39
ec3d63bc-ab04-e0bb-1515-abef127a1654,0707083857237,Health,Lettuce - Iceberg,$2.28,56,"{""vendor"":""default""}",2023-09-30 05:20:39
8fe874a5-2f07-cf80-6d92-afaca4bdf364,0202688194963,Sports,Vinegar - Champagne,$1.42,90,"{""vendor"":""default""}",2024-03-15 19:47:36
32c6f6a0-aed8-9228-a0b7-e6a005e39ed2,0107724831230,Music,Eggplant - Regular,$4.23,20,"{""vendor"":""default""}",2023-11-21 20:33:19
dbacc7cb-b2bd-ec19-0ec1-976fe984c35c,0131283567305,Music,Shrimp - Black Tiger 8 - 12,$3.78,15,"{""vendor"":""default""}",2024-03-09 10:43:28
e77cc2f5-2071-a587-dde9-3c59ad6a63cd,0805659418739,Clothing,Bread - Olive Dinner Roll,$9.19,74,"{""vendor"":""default""}",2024-03-24 01:28:44
ef70907c-428b-7be4-74ae-f0c74df58c89,0464110025819,Music,Lettuce - Sea / Sea Asparagus,$6.29,21,"{""vendor"":""default""}",2024-02-04 21:32:46
b682c0f8-13cb-42b8-7e86-cd565782244f,0939091232628,Tools,Chinese Foods - Cantonese,$5.66,26,"{""vendor"":""default""}",2023-12-21 11:08:27
d01da0cc-e9f2-23e4-f61d-32f6f6817fee,0150207773281,Grocery,Capers - Ox Eye Daisy,$4.17,69,"{""vendor"":""default""}",2023-06-28 01:43:27
c8ece1dc-36cb-5cac-d93e-8919b79ff0c6,0167704437247,Computers,Wine - Prem Select Charddonany,$4.59,39,"{""vendor"":""default""}",2023-09-18 10:57:27
9922aaad-7860-1208-4965-c95a36b03407,0342526477311,Jewelry,Gatorade - Orange,$8.65,39,"{""vendor"":""default""}",2023-08-05 01:05:23
cfc5c4ea-12f8-21ce-ae5f-2f0eb7f982ab,0162603684241,Toys,Beef - Top Sirloin - Aaa,$1.94,27,"{""vendor"":""default""}",2023-11-01 18:17:18
37c5a577-a491-c10f-46bc-97ab936dd1a7,0765263121511,Beauty,Salt - Celery,$8.35,39,"{""vendor"":""default""}",2023-11-30 23:53:20
60edc985-3449-e14d-7f43-35af719e6281,0401709212725,Movies,Apple - Granny Smith,$2.86,44,"{""vendor"":""default""}",2023-07-13 12:13:05
5f6ae267-b0b5-f72a-7922-b3bfa0fed8ad,0649196463237,Movies,Chocolate Eclairs,$8.45,97,"{""vendor"":""default""}",2023-08-21 17:49:25
14d2ddaf-937f-d772-3afb-d3df67a6d812,0895819389219,Clothing,Cheese - Victor Et Berthold,$0.05,59,"{""vendor"":""default""}",2024-03-31 05:48:31
b4bbaf0c-adb7-51fc-0d88-1886eaee9e3a,0571062607245,Beauty,Soup - Boston Clam Chowder,$3.88,87,"{""vendor"":""default""}",2023-11-11 00:33:45
d0a6810f-7938-1694-9988-e12c3633e89f,0695721913670,Toys,"Sauce - Gravy, Au Jus, Mix",$4.00,93,"{""vendor"":""default""}",2023-08-30 09:49:06
b5c84122-d95e-6aa3-92a1-b1ee1cdfaa44,0889524244435,Sports,Truffle Cups - Red,$4.09,89,"{""vendor"":""default""}",2024-03-19 13:33:33
eee8aef4-bded-d7fc-69fe-5ec3e8acfa65,0098747618927,Clothing,"Lamb - Leg, Boneless",$4.03,65,"{""vendor"":""default""}",2024-03-01 21:21:31
abddbe19-a01c-deb8-920c-c5823aca085d,0419640635534,Computers,Table Cloth 90x90 White,$5.80,55,"{""vendor"":""default""}",2024-01-11 14:07:06
aa4d7eca-a7a6-c5cb-f48a-9f29cff10cdd,0231456311590,Toys,"Wine - Red, Wolf Blass, Yellow",$5.47,82,"{""vendor"":""default""}",2023-08-24 13:38:32
970ce0db-8f76-2b96-7aaf-fec60aa60bcd,0563549184561,Electronics,Muffin Mix - Chocolate Chip,$9.81,44,"{""vendor"":""default""}",2023-12-16 14:39:08
e81eff07-cedf-0368-a2c8-1c9d5791abd9,0278643005665,Home,Olives - Morracan Dired,$5.44,96,"{""vendor"":""default""}",2023-12-08 14:33:07
87a1c598-91a0-f2a7-4e48-a8049c2aa1ac,0008884039545,Clothing,Oil - Margarine,$0.52,28,"{""vendor"":""default""}",2023-12-23 07:41:14
b8c89b63-e4d3-8617-b0c7-a6c962ce1ff3,0340134095552,Kids,Pasta - Canelloni,$1.29,58,"{""vendor"":""default""}",2023-09-01 16:59:56
5e50cfbb-38a5-2e16-5d69-a0e29dccbdbd,0720875476702,Home,Pumpkin - Seed,$6.67,69,"{""vendor"":""default""}",2024-03-22 17:53:39
cf4dfcdb-13f9-ca7c-1d5e-098e20ddedc9,0253072744524,Music,Water - Tonic,$4.23,79,"{""vendor"":""default""}",2024-02-29 04:38:31
f6dd7dda-5083-71ba-d5cb-b16127fbdbd1,0992604163706,Baby,Praline Paste,$3.20,18,"{""vendor"":""default""}",2024-02-25 02:08:41
9ecceed8-ddaa-2f2a-fbbd-e804d007eaed,0512627372366,Garden,Juice - Orangina,$5.97,65,"{""vendor"":""default""}",2024-02-07 12:52:18
79841939-9f5c-1cc2-3b9e-cd499ef4a3de,0813047418568,Shoes,"Tart Shells - Savory, 4",$2.93,28,"{""vendor"":""default""}",2023-04-27 17:29:15
fcd414aa-beb4-df87-43c8-aae5ed253d40,0279840797066,Home,Honey - Liquid,$2.62,11,"{""vendor"":""default""}",2024-02-04 01:13:50
fd29f253-4c46-9596-18dd-eafd2ca6683d,0176759144269,Games,Chervil - Fresh,$5.12,91,"{""vendor"":""default""}",2023-04-10 10:03:35
f5c44ce3-e846-db23-6e22-c2f67ee750e9,0834731099379,Clothing,Pastrami,$9.29,63,"{""vendor"":""default""}",2023-09-17 14:38:45
6ef6cdbf-124b-584b-54cf-e5167a5f98cf,0145054518934,Home,Wine - Red Oakridge Merlot,$3.97,78,"{""vendor"":""default""}",2023-10-23 13:17:57
0654bfe5-aa45-74c2-fc5a-ef20bd49bd0b,0628022915905,Jewelry,"Oil - Food, Lacquer Spray",$0.71,46,"{""vendor"":""default""}",2023-06-14 20:46:20
50ef99d9-7916-eabd-e9ee-13a75bb1f1cb,0911341744007,Home,"Wine - Cahors Ac 2000, Clos",$9.56,64,"{""vendor"":""default""}",2023-12-30 10:23:51
f52b1c17-92e1-8338-ca52-e2b534b2c73a,0499937585062,Tools,Puree - Mocha,$2.29,71,"{""vendor"":""default""}",2023-12-04 21:36:09
8b6a9deb-7a60-245a-b1ee-3fad78d3b2db,0683987705538,Baby,"Beans - Fava, Canned",$5.92,91,"{""vendor"":""default""}",2023-06-22 05:08:41
e44ba56e-e8aa-80dc-8fe5-a5b4e75efc7e,0499258083060,Jewelry,Squash - Guords,$5.76,62,"{""vendor"":""default""}",2023-05-11 07:29:24
4e8c96bf-c4bb-734c-49b7-794bec4ae562,0278260613678,Clothing,"Mushroom - Morels, Dry",$9.12,15,"{""vendor"":""default""}",2023-11-05 22:38:24
9136f80d-bf5e-cf3e-b953-b0b70fddcb0d,0605697015766,Computers,Parsley Italian - Fresh,$6.14,36,"{""vendor"":""default""}",2023-11-14 11:40:49
0fba9591-efb2-a4bb-e666-f6cddb2f6d55,0729945906827,Shoes,Pastry - Butterscotch Baked,$5.11,49,"{""vendor"":""default""}",2023-06-28 08:50:48
dbf8f2e8-3521-287c-e4c7-c3879e07c7a4,0889087733168,Kids,Snapple Raspberry Tea,$6.34,32,"{""vendor"":""default""}",2024-02-11 15:46:36
247bcf6d-819b-afcf-e6e4-7b8431fa3508,0220207238827,Health,Nantucket Orange Juice,$6.76,80,"{""vendor"":""default""}",2023-11-24 06:07:42
79eaba92-49d7-2c9c-a1f6-5cc9e557d28a,0029220153736,Books,Cookie - Oreo 100x2,$0.76,94,"{""vendor"":""default""}",2023-06-23 06:54:52
b04e4ceb-becc-c7e3-61a8-af83afb649dc,0936083964324,Baby,Eel - Smoked,$8.07,22,"{""vendor"":""default""}",2024-01-05 20:27:20
aad0bdac-cc25-cc21-6707-cf4515a7e863,0165790339344,Beauty,Sun - Dried Tomatoes,$0.22,6,"{""vendor"":""default""}",2023-04-27 03:13:08
